Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,Survived
1137,41,51.8625,M,1,0,1a,Southampton,0
1138,22,21,F,0,0,2a,Southampton,0
1139,42,32.5,M,1,1,2a,Southampton,0
1140,29,26,F,1,0,2a,Southampton,0
1141,28,14.4542,F,1,0,3a,Cherbourg,0
1142,0.92,27.75,F,1,2,2a,Southampton,0
1143,20,7925,M,0,0,3a,Southampton,0
1144,27,136.7792,M,1,0,1a,Cherbourg,0
1145,24,9325,M,0,0,3a,Southampton,0
1146,32.5,9.5,M,0,0,3a,Southampton,0
1147,28,7.55,M,0,0,3a,Southampton,0
1148,28,7.75,M,0,0,3a,Queenstown,0
1149,28,8.05,M,0,0,3a,Southampton,0
1150,19,13,F,0,0,2a,Southampton,0
1151,21,7775,M,0,0,3a,Southampton,0
1152,36.5,17.4,M,1,0,3a,Southampton,0
1153,21,7.8542,M,0,0,3a,Southampton,0
1154,29,23,F,0,2,2a,Southampton,0
1155,1,12.1833,F,1,1,3a,Southampton,0
1156,30,12.7375,M,0,0,2a,Cherbourg,0
1157,28,7.8958,M,0,0,3a,Southampton,0
1158,28,0,M,0,0,1a,Southampton,0
1159,28,7.55,M,0,0,3a,Southampton,0
1160,28,8.05,F,0,0,3a,Southampton,0
1161,17,8.6625,M,0,0,3a,Southampton,0
1162,46,75.2417,M,0,0,1a,Cherbourg,0
1163,28,7.75,M,0,0,3a,Queenstown,0
1164,26,136.7792,F,1,0,1a,Cherbourg,0
1165,28,15.5,F,1,0,3a,Queenstown,0
1166,28,7225,M,0,0,3a,Cherbourg,0
1167,20,26,F,1,0,2a,Southampton,0
1168,28,10.5,M,0,0,2a,Southampton,0
1169,40,26,M,1,0,2a,Southampton,0
1170,30,21,M,1,0,2a,Southampton,0
1171,22,10.5,M,0,0,2a,Southampton,0
1172,23,8.6625,F,0,0,3a,Southampton,0
1173,0.75,13775,M,1,1,3a,Southampton,0
1174,28,7.75,F,0,0,3a,Queenstown,0
1175,9,15.2458,F,1,1,3a,Cherbourg,0
1176,2,20.2125,F,1,1,3a,Southampton,0
1177,36,7.25,M,0,0,3a,Southampton,0
1178,28,7.25,M,0,0,3a,Southampton,0
1179,24,82.2667,M,1,0,1a,Southampton,0
1180,28,7.2292,M,0,0,3a,Cherbourg,0
1181,28,8.05,M,0,0,3a,Southampton,0
1182,28,39.6,M,0,0,1a,Southampton,0
1183,30,6.95,F,0,0,3a,Queenstown,0
1184,28,7.2292,M,0,0,3a,Cherbourg,0
1185,53,81.8583,M,1,1,1a,Southampton,0
1186,36,9.5,M,0,0,3a,Southampton,0
1187,26,7.8958,M,0,0,3a,Southampton,0
1188,1,41.5792,F,1,2,2a,Cherbourg,0
1189,28,21.6792,M,2,0,3a,Cherbourg,0
1190,30,45.5,M,0,0,1a,Southampton,0
1191,29,7.8542,M,0,0,3a,Southampton,0
1192,32,7775,M,0,0,3a,Southampton,0
1193,28,15.0458,M,0,0,2a,Cherbourg,0
1194,43,21,M,0,1,2a,Southampton,0
1195,24,8.6625,M,0,0,3a,Southampton,0
1196,28,7.75,F,0,0,3a,Queenstown,0
1197,64,26.55,F,1,1,1a,Southampton,0
1198,30,151.55,M,1,2,1a,Southampton,0
1199,0.83,9.35,M,0,1,3a,Southampton,0
1200,55,93.5,M,1,1,1a,Southampton,0
1201,45,14.1083,F,1,0,3a,Southampton,0
1202,18,8.6625,M,0,0,3a,Southampton,0
1203,22,7225,M,0,0,3a,Cherbourg,0
1204,28,7575,M,0,0,3a,Southampton,0
1205,37,7.75,F,0,0,3a,Queenstown,0
1206,55,135.6333,F,0,0,1a,Cherbourg,0
1207,17,7.7333,F,0,0,3a,Queenstown,0
1208,57,146.5208,M,1,0,1a,Cherbourg,0
1209,19,10.5,M,0,0,2a,Southampton,0
1210,27,7.8542,M,0,0,3a,Southampton,0
1211,22,31.5,M,2,0,2a,Southampton,0
1212,26,7775,M,0,0,3a,Southampton,0
1213,25,7.2292,M,0,0,3a,Cherbourg,0
1214,26,13,M,0,0,2a,Southampton,0
1215,33,26.55,M,0,0,1a,Southampton,0
1216,39,211.3375,F,0,0,1a,Southampton,0
1217,23,7.05,M,0,0,3a,Southampton,0
1218,12,39,F,2,1,2a,Southampton,0
1219,46,79.2,M,0,0,1a,Cherbourg,0
1220,29,26,M,1,0,2a,Southampton,0
1221,21,13,M,0,0,2a,Southampton,0
1222,48,36.75,F,0,2,2a,Southampton,0
1223,39,29.7,M,0,0,1a,Cherbourg,0
1224,28,7225,M,0,0,3a,Cherbourg,0
1225,19,15.7417,F,1,1,3a,Cherbourg,0
1226,27,7.8958,M,0,0,3a,Southampton,0
1227,30,26,M,0,0,1a,Southampton,0
1228,32,13,M,0,0,2a,Southampton,0
1229,39,7.2292,M,0,2,3a,Cherbourg,0
1230,25,31.5,M,0,0,2a,Southampton,0
1231,28,7.2292,M,0,0,3a,Cherbourg,0
1232,18,10.5,M,0,0,2a,Southampton,0
1233,32,7.5792,M,0,0,3a,Southampton,0
1234,28,69.55,M,1,9,3a,Southampton,0
1235,58,512.3292,F,0,1,1a,Cherbourg,0
1236,28,14.5,M,1,1,3a,Southampton,0
1237,16,7.65,F,0,0,3a,Southampton,0
1238,26,13,M,0,0,2a,Southampton,0
1239,38,7.2292,F,0,0,3a,Cherbourg,0
1240,24,13.5,M,0,0,2a,Southampton,0
1241,31,21,F,0,0,2a,Southampton,0
1242,45,63.3583,F,0,1,1a,Cherbourg,0
1243,25,10.5,M,0,0,2a,Southampton,0
1244,18,73.5,M,0,0,2a,Southampton,0
1245,49,65,M,1,2,2a,Southampton,0
1246,0.17,20575,F,1,2,3a,Southampton,0
1247,50,26,M,0,0,1a,Southampton,0
1248,59,51.4792,F,2,0,1a,Southampton,0
1249,28,7.8792,M,0,0,3a,Southampton,0
1250,28,7.75,M,0,0,3a,Queenstown,0
1251,30,15.55,F,1,0,3a,Southampton,0
1252,14.5,69.55,M,8,2,3a,Southampton,0
1253,24,37.0042,F,1,1,2a,Cherbourg,0
1254,31,21,F,0,0,2a,Southampton,0
1255,27,8.6625,M,0,0,3a,Southampton,0
1256,25,55.4417,F,1,0,1a,Cherbourg,0
1257,28,69.55,F,1,9,3a,Southampton,0
1258,28,14.4583,M,1,0,3a,Cherbourg,0
1259,22,39.6875,F,0,0,3a,Southampton,0
1260,45,59.4,F,0,1,1a,Cherbourg,0
1261,29,13.8583,M,0,0,2a,Cherbourg,0
1262,21,11.5,M,1,0,2a,Southampton,0
1263,31,134.5,F,0,0,1a,Cherbourg,0
1264,49,0,M,0,0,1a,Southampton,0
1265,44,13,M,0,0,2a,Southampton,0
1266,54,81.8583,F,1,1,1a,Southampton,0
1267,45,262375,F,0,0,1a,Cherbourg,0
1268,22,8.6625,F,2,0,3a,Southampton,0
1269,21,11.5,M,0,0,2a,Southampton,0
1270,55,50,M,0,0,1a,Southampton,0
1271,5,31.3875,M,4,2,3a,Southampton,0
1272,28,7.75,M,0,0,3a,Queenstown,0
1273,26,7.8792,M,0,0,3a,Queenstown,0
1274,28,14.5,F,0,0,3a,Southampton,0
1275,19,16.1,F,1,0,3a,Southampton,0
1276,28,12875,M,0,0,2a,Southampton,0
1277,24,65,F,1,2,2a,Southampton,0
1278,24,7775,M,0,0,3a,Southampton,0
1279,57,13,M,0,0,2a,Southampton,0
1280,21,7.75,M,0,0,3a,Queenstown,0
1281,6,21075,M,3,1,3a,Southampton,0
1282,23,93.5,M,0,0,1a,Southampton,0
1283,51,39.4,F,0,1,1a,Southampton,0
1284,13,20.25,M,0,2,3a,Southampton,0
1285,47,10.5,M,0,0,2a,Southampton,0
1286,29,22025,M,3,1,3a,Southampton,0
1287,18,60,F,1,0,1a,Southampton,0
1288,24,7.25,M,0,0,3a,Queenstown,0
1289,48,79.2,F,1,1,1a,Cherbourg,0
1290,22,7775,M,0,0,3a,Southampton,0
1291,31,7.7333,M,0,0,3a,Queenstown,0
1292,30,164.8667,F,0,0,1a,Southampton,0
1293,38,21,M,1,0,2a,Southampton,0
1294,22,59.4,F,0,1,1a,Cherbourg,0
1295,17,47.1,M,0,0,1a,Southampton,0
1296,43,27.7208,M,1,0,1a,Cherbourg,0
1297,20,13.8625,M,0,0,2a,Cherbourg,0
1298,23,10.5,M,1,0,2a,Southampton,0
1299,50,211.5,M,1,1,1a,Cherbourg,0
1300,28,7.7208,F,0,0,3a,Queenstown,0
1301,3,13775,F,1,1,3a,Southampton,0
1302,28,7.75,F,0,0,3a,Queenstown,0
1303,37,90,F,1,0,1a,Queenstown,0
1304,28,7775,F,0,0,3a,Southampton,0
1305,28,8.05,M,0,0,3a,Southampton,0
1306,39,108.9,F,0,0,1a,Cherbourg,0
1307,38.5,7.25,M,0,0,3a,Southampton,0
1308,28,8.05,M,0,0,3a,Southampton,0
1309,28,22.3583,M,1,1,3a,Cherbourg,0
